Timestamp,MatCode,Source,Fabric,Color,Length (m),Price,PPL (Price per Length),(AEPL) Added expenses per Length,TPPL (Total Price per Length)
05/06/2023 23:33:56,PrC-36,Handloom-cottage,Printed-cotton,Mustard-yellow,0.0,0.0,142.5,15.14166667,157.6416667
05/06/2023 23:34:37,PrC-37,Handloom-cottage,Printed-cotton,green,0.0,0.0,142.5,15.14166667,157.6416667
05/06/2023 23:35:21,PrC-38,Handloom-cottage,Printed-cotton,deep-pink,0.0,0.0,142.5,15.14166667,157.6416667
05/06/2023 23:37:02,PrC-39,Handloom-cottage,Printed-cotton,light-brown,0.0,0.0,125.0,17.60658915,142.6065891
05/06/2023 23:38:35,PrC-40,Handloom-cottage,Printed-cotton,beige,0.0,0.0,133.0,18.92708333,151.9270833
05/06/2023 23:41:08,AM-5,Handloom-cottage,Apple-maslin,white,0.0,0.0,88.0,,88
07/02/2023 16:53:27,PrC-41,Handloom-cottage,Printed-cotton,white-ajrakh-print-on-brown-background,0.35,46.55,133.0,12.38095238,145.3809524
07/02/2023 16:53:58,PrC-42,Handloom-cottage,Printed-cotton,ajrakh-print-on-white-background,0.0,0.0,110.0,31.74603175,141.7460317
07/02/2023 16:57:02,AS-14,Handloom-cottage,Alia-satin,pink-floral-print-on-red-background,0.5,55.0,110.0,22.10884354,132.1088435
07/02/2023 17:00:45,PrC-43,Handloom-cottage,Printed-cotton,beige-car-print-on-violet-background,2.5,391.88,156.752,24.76190476,181.5139048
07/02/2023 17:02:09,PrC-44,Handloom-cottage,Printed-cotton,beige-car-print-on-pink-background,2.5,391.88,156.752,24.76190476,181.5139048
07/02/2023 17:04:03,PrC-45,Handloom-cottage,Printed-cotton,white-triangle-print-on-pink-background,1.4,175.0,125.0,21.34646962,146.3464696
07/02/2023 17:08:29,PrC-46,Handloom-cottage,Printed-cotton,white-circular-linear-print-on-indigo,5.2,650.0,125.0,9.826152683,134.8261527
07/02/2023 17:11:22,PrC-47,Handloom-cottage,Printed-cotton,white-floral-print-on-indigo,0.0,0.0,125.0,14.9168101,139.9168101
07/02/2023 17:14:43,CS-12,Handloom-cottage,Cotton-silk,beige,0.5,47.5,95.0,123.8095238,218.8095238
07/02/2023 17:17:00,LC-2,Handloom-cottage,Linen-cotton,bottle-green,1.0,104.0,104.0,61.9047619,165.9047619
07/02/2023 17:18:56,MoC-10,Handloom-cottage,Mongolgiri-cotton,bottle-green,0.0,0.0,128.25,61.9047619,190.1547619
07/02/2023 17:25:41,Ba-1,Handloom-cottage,Baul,multicolored-patch-work,1.0,256.5,256.5,30.95238095,287.452381
07/02/2023 17:29:23,MSl-1,Handloom-cottage,Motka-slab,bottle-green,0.0,0.0,75.0,24.76190476,99.76190476
07/02/2023 17:30:08,MSl-2,Handloom-cottage,Motka-slab,brick-red,0.0,0.0,75.0,24.76190476,99.76190476
07/02/2023 17:35:08,MoC-11,Handloom-cottage,Mongolgiri-cotton,grey,8.5,1062.5,125.0,7.282913165,132.2829132
07/02/2023 17:41:05,PrC-48,Handloom-cottage,Printed-cotton,white-floral-print-on-yellow-background,0.6,99.0,165.0,103.1746032,268.1746032
07/02/2023 17:42:51,Ti-5,Handloom-cottage,Tissue,silver,0.0,0.0,185.25,61.9047619,247.1547619
07/02/2023 17:43:36,Ti-6,Handloom-cottage,Tissue,maroon,0.0,0.0,185.25,61.9047619,247.1547619
07/02/2023 17:44:26,MC-15,Handloom-cottage,Malai-cotton,light-green,2.0,266.0,133.0,30.95238095,163.952381
07/02/2023 17:46:53,CS-13,Handloom-cottage,Cotton-silk,black,5.5,522.5,95.0,11.25541126,106.2554113
07/02/2023 17:49:50,MoC-12,Handloom-cottage,Mongolgiri-cotton,bottle-green,0.0,0.0,110.0,11.25541126,121.2554113
24/07/2023 23:49:12,PrC-49,Handloom-cottage,Printed-cotton,firoji,0.0,0.0,178.0,,178
25/07/2023 15:18:50,PrC-50,Sabita-store,Printed-cotton,blue-fish-print,0.0,0.0,180.0,,180
25/07/2023 15:19:33,PrC-51,Sabita-store,Printed-cotton,green-fish-print,0.0,0.0,180.0,,180
25/07/2023 17:05:25,BT-2,Fulia,Bangladeshi-tant,yellow ,0.0,0.0,100.0,,100
25/07/2023 17:19:51,BT-3,Fulia,Bangladeshi-tant,white,0.0,0.0,118.1818182,,118.1818182
25/07/2023 20:12:14,PrC-52,Goriahaat,Printed-cotton,black,0.0,0.0,200.0,,200
27/07/2023 20:05:50,CaC-7,Handloom-cottage,Cambridge-cotton,aqua-blue,2.0,196.0,98.0,,98
27/07/2023 20:06:59,CaC-8,Handloom-cottage,Cambridge-cotton,charcoal,2.0,196.0,98.0,,98
27/07/2023 20:08:39,CaC-9,Handloom-cottage,Cambridge-cotton,bottle-green,0.55,53.9,98.0,,98
27/07/2023 20:09:24,CaC-10,Handloom-cottage,Cambridge-cotton,black,0.5,49.0,98.0,,98
27/07/2023 20:12:51,PrC-53,Handloom-cottage,Printed-cotton,small-blue-bird-sitting-on-branches-on-skyblue-fabric,0.5,111.625,223.25,,223.25
27/07/2023 20:15:50,PrC-54,Handloom-cottage,Printed-cotton,small-red-bird-sitting-on-branches-on-orange-fabric,1.0,175.75,175.75,,175.75
27/07/2023 20:18:39,PrC-55,Handloom-cottage,Printed-cotton,flowers-and-leaves-in-square-box-print-on-offwhite-fabric,0.0,0.0,133.0,,133
27/07/2023 20:20:11,PrC-56,Handloom-cottage,Printed-cotton,white-zikzak-print-on-blue-fabric,0.5,66.5,133.0,,133
27/07/2023 20:21:47,PrC-57,Handloom-cottage,Printed-cotton,folk-art-print-on-brown-base,1.6,176.0,110.0,,110
27/07/2023 20:23:40,KC-8,Handloom-cottage,khadi-cotton,beige,2.0,237.5,118.75,,118.75
27/07/2023 20:25:03,M-3,Handloom-cottage,malmal,sky-blue,5.5,457.2,83.12727273,,83.12727273
27/07/2023 20:29:12,CaC-11,Handloom-cottage,Cambridge-cotton,royal-blue,0.3,29.4,98.0,,98
29/07/2023 11:57:27,PrC-58,Sabita-store,Printed-cotton,white-elephant-print-on-musterd-yellow,0.0,0.0,180.0,0.0,180
29/07/2023 12:39:18,PrC-59,Handloom-cottage,Printed-cotton,red-black-dice-print,0.0,0.0,150.0,,150
10/08/2023 23:22:40,PrC-60,Handloom-cottage,Printed-cotton,black-small-leaf-ob-red,0.0,0.0,150.0,,150
12/08/2023 02:48:57,BT-4,Bhagaban,Bangladeshi-tant,white,0.0,0.0,81.81818182,,81.81818182
13/08/2023 08:53:52,CC-7,Bhagaban-Fulia,Comfortable-cotton,black,0.0,0.0,55.38461538,,55.38461538
16/11/2023 23:28:49,BT-5,Bhagaban-Fulia,Bangladeshi-tant,white,0.0,0.0,81.81818182,,81.81818182
17/12/2023 15:10:19,HS-1,Bhagaban-Fulia,Handloom-saree,black,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:10:46,HS-2,Bhagaban-Fulia,Handloom-saree,black-red,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:11:05,HS-3,Bhagaban-Fulia,Handloom-saree,white-red,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:11:41,HS-4,Bhagaban-Fulia,Handloom-saree,maroon-bottle-green,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:13:23,HWB-1,Bhagaban-Fulia,Handloom-weaved-border,white-golden-pink,5.5,530.0,96.36363636,,96.36363636
17/12/2023 15:14:51,HS-5,Bhagaban-Fulia,Handloom-saree,white-red,5.5,430.0,78.18181818,,78.18181818
17/12/2023 15:16:28,HWB-2,Bhagaban-Fulia,Handloom-weaved-border,beige-red,5.5,430.0,78.18181818,,78.18181818
17/12/2023 15:23:36,HS-6,Bhagaban-Fulia,Handloom-saree,red-blue,5.5,250.0,45.45454545,,45.45454545
17/12/2023 15:24:45,HS-7,Bhagaban-Fulia,Handloom-saree,pink,5.5,250.0,45.45454545,,45.45454545
17/12/2023 15:27:30,HS-8,Bhagaban-Fulia,Handloom-saree,maroon,5.5,250.0,45.45454545,,45.45454545
17/12/2023 15:31:38,HK-1,Bhagaban-Fulia,Handloom-khesh,maroon,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:32:13,HK-2,Bhagaban-Fulia,Handloom-khesh,black,5.5,300.0,54.54545455,,54.54545455
17/12/2023 15:33:50,HS-9,Bhagaban-Fulia,Handloom-saree,grey,5.5,250.0,45.45454545,,45.45454545
17/12/2023 15:35:09,HS-10,Bhagaban-Fulia,Handloom-saree,olive-green,5.5,250.0,45.45454545,,45.45454545
17/12/2023 15:38:48,HB-1,Bhagaban-Fulia,Handloom-BP,pesta-mantra,0.8,50.0,62.5,,62.5
17/12/2023 15:40:12,HB-2,Bhagaban-Fulia,Handloom-BP,white-madhubani,0.8,50.0,62.5,,62.5
17/12/2023 15:54:51,SS-3,Handloom-cottage,Silky-silk,light-mauve,5.5,850.38,154.6145455,,154.6145455
17/12/2023 15:59:08,MaC-1,Handloom-cottage,Mal-chanderi,white,0.0,0.0,164.5876923,,164.5876923
17/12/2023 16:12:07,CaC-12,Handloom-cottage,Cambridge-cotton,white,4.15,427.035,102.9,,102.9
17/12/2023 16:16:55,CaC-13,Handloom-cottage,Cambridge-cotton,beige,2.5,257.26,102.904,,102.904
17/12/2023 16:26:59,PrC-61,Handloom-cottage,Printed-cotton,red-leafy,1.5,291.78,194.52,,194.52
17/12/2023 16:36:49,AS-15,Handloom-cottage,Alia-satin,brown-black-abstract,2.0,259.36,129.68,,129.68
17/12/2023 16:38:35,PrC-62,Handloom-cottage,Printed-cotton,black-and-white,1.0,194.51,194.51,,194.51
17/12/2023 16:47:19,KC-9,Handloom-cottage,Khadi-cotton,red,2.0,178.5,89.25,,89.25
17/12/2023 16:50:52,KC-10,Handloom-cottage,Khadi-cotton,mustard-brown,1.6,142.8,89.25,,89.25
17/12/2023 16:53:43,KC-11,Handloom-cottage,Khadi-cotton,black,0.2,15.75,78.75,,78.75
17/12/2023 16:56:12,CaC-14,Handloom-cottage,Cambridge-cotton,dark-grey,0.8,82.32,102.9,,102.9
17/12/2023 16:58:17,CaC-15,Handloom-cottage,Cambridge-cotton,bottle-green,1.6,164.64,102.9,,102.9
17/12/2023 17:06:57,R-16,Handloom-cottage,Ribela,rose-gold,2.75,425.1796153,154.6107692,,154.6107692
17/12/2023 17:07:43,R-17,Handloom-cottage,Ribela,chocolate,2.75,425.1796153,154.6107692,,154.6107692
17/12/2023 17:13:07,AS-16,Handloom-cottage,Alia-satin,abstract-blue-kalamkari,2.5,324.19,129.676,,129.676
17/12/2023 17:18:02,KK-3,Handloom-cottage,Kolom-kari,brown-beige,2.25,283.5,126.0,,126
17/12/2023 17:20:14,KK-4,Handloom-cottage,Kolom-kari,grey-blue,3.0,378.0,126.0,,126
17/12/2023 17:24:29,PrC-63,Handloom-cottage,Printed-cotton,grey-floral,3.1,406.88,131.2516129,,131.2516129
17/12/2023 17:26:27,PrC-64,Handloom-cottage,Printed-cotton,green-lemon,2.5,374.06,149.624,,149.624
17/12/2023 17:27:02,PrC-65,Handloom-cottage,Printed-cotton,pink-lemon,2.5,374.06,149.624,,149.624
29/12/2023 13:03:01,CaC-16,Handloom Cottage,Cambric-cotton,Red,1.5,150.0,100.0,0.0,100.0
